seq_id,tm
31390,45.64829
31391,45.569736
31392,45.051678
31393,44.35127
31394,46.40106
31395,45.67583
31396,45.740063
31397,45.683987
31398,46.069397
31399,48.4311
31400,46.364468
31401,45.583473
31402,46.123432
31403,45.652256
31404,45.851936
31405,46.179924
31406,45.70041
31407,45.627964
31408,45.38859
31409,46.099895
31410,45.58016
31411,45.658577
31412,45.243076
31413,45.653416
31414,45.84795
31415,46.00201
31416,45.077812
31417,45.50385
31418,47.49811
31419,45.72478
31420,45.956696
31421,45.66076
31422,44.870564
31423,46.750515
31424,46.015007
31425,45.675877
31426,46.18312
31427,45.17888
31428,46.770885
31429,45.429104
31430,45.384037
31431,43.521023
31432,45.55874
31433,45.981487
31434,46.54239
31435,47.493572
31436,45.609413
31437,43.574593
31438,45.51314
31439,45.822067
31440,45.487766
31441,46.170116
31442,44.297527
31443,46.556488
31444,45.94424
31445,46.525913
31446,46.44781
31447,45.543446
31448,47.11145
31449,45.89037
31450,45.375233
31451,44.75475
31452,46.260815
31453,45.45962
31454,45.556286
31455,45.524036
31456,45.642826
31457,45.587658
31458,46.07106
31459,45.79084
31460,45.968052
31461,46.12849
31462,45.9754
31463,45.73786
31464,46.372154
31465,49.452797
31466,45.476543
31467,45.169064
31468,45.23924
31469,45.481888
31470,46.034763
31471,47.429638
31472,46.114086
31473,45.683094
31474,47.161846
31475,45.257725
31476,45.494377
31477,46.369396
31478,47.08432
31479,46.468266
31480,46.617695
31481,52.605717
31482,44.547764
31483,44.496815
31484,46.11327
31485,45.033123
31486,45.628227
31487,44.158443
31488,46.620903
31489,45.634296
31490,45.87264
31491,44.740166
31492,45.709003
31493,46.17461
31494,45.47689
31495,45.907063
31496,45.055267
31497,45.4332
31498,43.108753
31499,49.125023
31500,45.585426
31501,46.566696
31502,46.328182
31503,45.531918
31504,45.54711
31505,45.69626
31506,45.516735
31507,45.6149
31508,45.981884
31509,46.842655
31510,45.483624
31511,47.02985
31512,46.012325
31513,45.477776
31514,45.993813
31515,46.1202
31516,45.554943
31517,46.102962
31518,47.226845
31519,46.952904
31520,42.90495
31521,45.482864
31522,45.360737
31523,44.422096
31524,46.303303
31525,45.54275
31526,47.18276
31527,45.38413
31528,47.386204
31529,45.519142
31530,46.190563
31531,44.8958
31532,45.3235
31533,45.521362
31534,46.59904
31535,46.94495
31536,45.58325
31537,51.025585
31538,45.87741
31539,47.23392
31540,44.722977
31541,44.89575
31542,45.768456
31543,45.42444
31544,47.675686
31545,49.272434
31546,46.175365
31547,46.094006
31548,45.761497
31549,46.378784
31550,45.469616
31551,45.571434
31552,46.10033
31553,46.873013
31554,46.769245
31555,51.80377
31556,46.39794
31557,45.85391
31558,46.230167
31559,46.399677
31560,44.615696
31561,45.764385
31562,45.53886
31563,45.345867
31564,46.28153
31565,46.84814
31566,47.08077
31567,45.15617
31568,44.51799
31569,45.277508
31570,46.363922
31571,45.42158
31572,45.581406
31573,45.666775
31574,45.881298
31575,46.11706
31576,46.047173
31577,44.342815
31578,43.578
31579,47.100033
31580,45.439213
31581,47.584457
31582,45.951244
31583,49.293068
31584,46.023594
31585,47.04172
31586,47.245266
31587,45.27736
31588,45.51656
31589,45.595726
31590,45.433887
31591,45.607162
31592,45.499557
31593,45.389156
31594,45.76016
31595,47.007183
31596,46.03939
31597,45.342617
31598,45.1675
31599,45.556767
31600,46.22678
31601,45.34273
31602,45.721706
31603,45.601562
31604,46.004627
31605,45.02543
31606,45.593945
31607,47.20307
31608,45.573193
31609,47.61689
31610,46.528797
31611,44.3557
31612,46.083626
31613,46.563934
31614,46.264538
31615,46.277874
31616,48.3986
31617,45.39562
31618,45.651222
31619,46.22125
31620,45.36725
31621,45.626663
31622,45.314137
31623,45.107662
31624,45.90907
31625,45.495174
31626,45.927402
31627,44.39821
31628,47.195454
31629,45.91396
31630,45.120647
31631,45.57748
31632,44.855614
31633,45.172565
31634,48.446278
31635,44.662632
31636,45.88497
31637,45.040184
31638,45.641277
31639,45.95945
31640,45.18983
31641,46.430897
31642,45.54935
31643,45.524475
31644,45.423813
31645,46.05978
31646,45.687893
31647,45.312073
31648,46.01153
31649,45.657055
31650,46.27117
31651,46.8304
31652,45.23484
31653,45.285717
